order_id,order_date,customer_id,company_name,product_id,product_name,category_id,unit_price,quantity,discount,total_sales,year,month,year_month,season,discounted_unit_price,total_quantity,customer_segment
10456,1997-02-25,KOENE,Königlich Essen,21,Sir Rodney's Scones,3,8.0,40,0.15,272.0,1997,2,1997-02,Winter,6.8,40,High Value
10456,1997-02-25,KOENE,Königlich Essen,49,Maxilaku,3,16.0,21,0.15,285.59999999999997,1997,2,1997-02,Winter,13.6,21,High Value
10457,1997-02-25,KOENE,Königlich Essen,59,Raclette Courdavault,4,44.0,36,0.0,1584.0,1997,2,1997-02,Winter,44.0,36,High Value
10458,1997-02-26,SUPRD,Suprêmes délices,26,Gumbär Gummibärchen,3,24.9,30,0.0,747.0,1997,2,1997-02,Winter,24.9,30,High Value
10458,1997-02-26,SUPRD,Suprêmes délices,28,Rössle Sauerkraut,7,36.4,30,0.0,1092.0,1997,2,1997-02,Winter,36.4,30,High Value
10458,1997-02-26,SUPRD,Suprêmes délices,43,Ipoh Coffee,1,36.8,20,0.0,736.0,1997,2,1997-02,Winter,36.8,20,High Value
10458,1997-02-26,SUPRD,Suprêmes délices,56,Gnocchi di nonna Alice,5,30.4,15,0.0,456.0,1997,2,1997-02,Winter,30.4,15,High Value
10458,1997-02-26,SUPRD,Suprêmes délices,71,Flotemysost,4,17.2,50,0.0,860.0,1997,2,1997-02,Winter,17.2,50,High Value
10459,1997-02-27,VICTE,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,7,24.0,16,0.05,364.79999999999995,1997,2,1997-02,Winter,22.799999999999997,16,High Value
10459,1997-02-27,VICTE,Victuailles en stock,46,Spegesild,8,9.6,20,0.05,182.39999999999998,1997,2,1997-02,Winter,9.12,20,High Value
10459,1997-02-27,VICTE,Victuailles en stock,72,Mozzarella di Giovanni,4,27.8,40,0.0,1112.0,1997,2,1997-02,Winter,27.8,40,High Value
10460,1997-02-28,FOLKO,Folk och fä HB,68,Scottish Longbreads,3,10.0,21,0.25,157.5,1997,2,1997-02,Winter,7.5,21,High Value
10460,1997-02-28,FOLKO,Folk och fä HB,75,Rhönbräu Klosterbier,1,6.2,4,0.25,18.6,1997,2,1997-02,Winter,4.65,4,High Value
10461,1997-02-28,LILAS,LILA-Supermercado,21,Sir Rodney's Scones,3,8.0,40,0.25,240.0,1997,2,1997-02,Winter,6.0,40,High Value
10461,1997-02-28,LILAS,LILA-Supermercado,30,Nord-Ost Matjeshering,8,20.7,28,0.25,434.70000000000005,1997,2,1997-02,Winter,15.524999999999999,28,High Value
10461,1997-02-28,LILAS,LILA-Supermercado,55,Pâté chinois,6,19.2,60,0.25,864.0,1997,2,1997-02,Winter,14.399999999999999,60,High Value
10462,1997-03-03,CONSH,Consolidated Holdings,13,Konbu,8,4.8,1,0.0,4.8,1997,3,1997-03,Spring,4.8,1,Medium Value
10462,1997-03-03,CONSH,Consolidated Holdings,23,Tunnbröd,5,7.2,21,0.0,151.20000000000002,1997,3,1997-03,Spring,7.2,21,Medium Value
10463,1997-03-04,SUPRD,Suprêmes délices,19,Teatime Chocolate Biscuits,3,7.3,21,0.0,153.29999999999998,1997,3,1997-03,Spring,7.3,21,High Value
10463,1997-03-04,SUPRD,Suprêmes délices,42,Singaporean Hokkien Fried Mee,5,11.2,50,0.0,560.0,1997,3,1997-03,Spring,11.2,50,High Value
10464,1997-03-04,FURIB,Furia Bacalhau e Frutos do Mar,4,Chef Anton's Cajun Seasoning,2,17.6,16,0.2,225.28000000000003,1997,3,1997-03,Spring,14.080000000000002,16,High Value
10464,1997-03-04,FURIB,Furia Bacalhau e Frutos do Mar,43,Ipoh Coffee,1,36.8,3,0.0,110.39999999999999,1997,3,1997-03,Spring,36.8,3,High Value
10464,1997-03-04,FURIB,Furia Bacalhau e Frutos do Mar,56,Gnocchi di nonna Alice,5,30.4,30,0.2,729.6,1997,3,1997-03,Spring,24.32,30,High Value
10464,1997-03-04,FURIB,Furia Bacalhau e Frutos do Mar,60,Camembert Pierrot,4,27.2,20,0.0,544.0,1997,3,1997-03,Spring,27.2,20,High Value
10465,1997-03-05,VAFFE,Vaffeljernet,24,Guaraná Fantástica,1,3.6,25,0.0,90.0,1997,3,1997-03,Spring,3.6,25,High Value
10465,1997-03-05,VAFFE,Vaffeljernet,29,Thüringer Rostbratwurst,6,99.0,18,0.1,1603.8,1997,3,1997-03,Spring,89.10000000000001,18,High Value
10465,1997-03-05,VAFFE,Vaffeljernet,40,Boston Crab Meat,8,14.7,20,0.0,294.0,1997,3,1997-03,Spring,14.7,20,High Value
10465,1997-03-05,VAFFE,Vaffeljernet,45,Rogede sild,8,7.6,30,0.1,205.20000000000002,1997,3,1997-03,Spring,6.84,30,High Value
10465,1997-03-05,VAFFE,Vaffeljernet,50,Valkoinen suklaa,3,13.0,25,0.0,325.0,1997,3,1997-03,Spring,13.0,25,High Value
10466,1997-03-06,COMMI,Comércio Mineiro,11,Queso Cabrales,4,16.8,10,0.0,168.0,1997,3,1997-03,Spring,16.8,10,Medium Value
10466,1997-03-06,COMMI,Comércio Mineiro,46,Spegesild,8,9.6,5,0.0,48.0,1997,3,1997-03,Spring,9.6,5,Medium Value
10467,1997-03-06,MAGAA,Magazzini Alimentari Riuniti,24,Guaraná Fantástica,1,3.6,28,0.0,100.8,1997,3,1997-03,Spring,3.6,28,High Value
10467,1997-03-06,MAGAA,Magazzini Alimentari Riuniti,25,NuNuCa Nuß-Nougat-Creme,3,11.2,12,0.0,134.39999999999998,1997,3,1997-03,Spring,11.2,12,High Value
10468,1997-03-07,KOENE,Königlich Essen,30,Nord-Ost Matjeshering,8,20.7,8,0.0,165.6,1997,3,1997-03,Spring,20.7,8,High Value
10468,1997-03-07,KOENE,Königlich Essen,43,Ipoh Coffee,1,36.8,15,0.0,552.0,1997,3,1997-03,Spring,36.8,15,High Value
10469,1997-03-10,WHITC,White Clover Markets,2,Chang,1,15.2,40,0.15,516.8,1997,3,1997-03,Spring,12.92,40,High Value
10469,1997-03-10,WHITC,White Clover Markets,16,Pavlova,3,13.9,35,0.15,413.525,1997,3,1997-03,Spring,11.815,35,High Value
10469,1997-03-10,WHITC,White Clover Markets,44,Gula Malacca,2,15.5,2,0.15,26.349999999999998,1997,3,1997-03,Spring,13.174999999999999,2,High Value
10470,1997-03-11,BONAP,Bon app',18,Carnarvon Tigers,8,50.0,30,0.0,1500.0,1997,3,1997-03,Spring,50.0,30,High Value
10470,1997-03-11,BONAP,Bon app',23,Tunnbröd,5,7.2,15,0.0,108.0,1997,3,1997-03,Spring,7.2,15,High Value
10470,1997-03-11,BONAP,Bon app',64,Wimmers gute Semmelknödel,5,26.6,8,0.0,212.8,1997,3,1997-03,Spring,26.6,8,High Value
10471,1997-03-11,BSBEV,B's Beverages,7,Uncle Bob's Organic Dried Pears,7,24.0,30,0.0,720.0,1997,3,1997-03,Spring,24.0,30,High Value
10471,1997-03-11,BSBEV,B's Beverages,56,Gnocchi di nonna Alice,5,30.4,20,0.0,608.0,1997,3,1997-03,Spring,30.4,20,High Value
10472,1997-03-12,SEVES,Seven Seas Imports,24,Guaraná Fantástica,1,3.6,80,0.05,273.59999999999997,1997,3,1997-03,Spring,3.42,80,High Value
10472,1997-03-12,SEVES,Seven Seas Imports,51,Manjimup Dried Apples,7,42.4,18,0.0,763.1999999999999,1997,3,1997-03,Spring,42.4,18,High Value
10473,1997-03-13,ISLAT,Island Trading,33,Geitost,4,2.0,12,0.0,24.0,1997,3,1997-03,Spring,2.0,12,High Value
10473,1997-03-13,ISLAT,Island Trading,71,Flotemysost,4,17.2,12,0.0,206.39999999999998,1997,3,1997-03,Spring,17.2,12,High Value
10474,1997-03-13,PERIC,Pericles Comidas clásicas,14,Tofu,7,18.6,12,0.0,223.20000000000002,1997,3,1997-03,Spring,18.6,12,Medium Value
10474,1997-03-13,PERIC,Pericles Comidas clásicas,28,Rössle Sauerkraut,7,36.4,18,0.0,655.1999999999999,1997,3,1997-03,Spring,36.4,18,Medium Value
10474,1997-03-13,PERIC,Pericles Comidas clásicas,40,Boston Crab Meat,8,14.7,21,0.0,308.7,1997,3,1997-03,Spring,14.7,21,Medium Value
10474,1997-03-13,PERIC,Pericles Comidas clásicas,75,Rhönbräu Klosterbier,1,6.2,10,0.0,62.0,1997,3,1997-03,Spring,6.2,10,Medium Value
10475,1997-03-14,SUPRD,Suprêmes délices,31,Gorgonzola Telino,4,10.0,35,0.15,297.5,1997,3,1997-03,Spring,8.5,35,High Value
10475,1997-03-14,SUPRD,Suprêmes délices,66,Louisiana Hot Spiced Okra,2,13.6,60,0.15,693.6,1997,3,1997-03,Spring,11.559999999999999,60,High Value
10475,1997-03-14,SUPRD,Suprêmes délices,76,Lakkalikööri,1,14.4,42,0.15,514.08,1997,3,1997-03,Spring,12.24,42,High Value
10476,1997-03-17,HILAA,HILARION-Abastos,55,Pâté chinois,6,19.2,2,0.05,36.48,1997,3,1997-03,Spring,18.24,2,High Value
10476,1997-03-17,HILAA,HILARION-Abastos,70,Outback Lager,1,12.0,12,0.0,144.0,1997,3,1997-03,Spring,12.0,12,High Value
10477,1997-03-17,PRINI,Princesa Isabel Vinhos,1,Chai,1,14.4,15,0.0,216.0,1997,3,1997-03,Spring,14.4,15,High Value
10477,1997-03-17,PRINI,Princesa Isabel Vinhos,21,Sir Rodney's Scones,3,8.0,21,0.25,126.0,1997,3,1997-03,Spring,6.0,21,High Value
10477,1997-03-17,PRINI,Princesa Isabel Vinhos,39,Chartreuse verte,1,14.4,20,0.25,216.0,1997,3,1997-03,Spring,10.8,20,High Value
10478,1997-03-18,VICTE,Victuailles en stock,10,Ikura,8,24.8,20,0.05,471.2,1997,3,1997-03,Spring,23.56,20,High Value
10479,1997-03-19,RATTC,Rattlesnake Canyon Grocery,38,Côte de Blaye,1,210.8,30,0.0,6324.0,1997,3,1997-03,Spring,210.8,30,High Value
10479,1997-03-19,RATTC,Rattlesnake Canyon Grocery,53,Perth Pasties,6,26.2,28,0.0,733.6,1997,3,1997-03,Spring,26.2,28,High Value
10479,1997-03-19,RATTC,Rattlesnake Canyon Grocery,59,Raclette Courdavault,4,44.0,60,0.0,2640.0,1997,3,1997-03,Spring,44.0,60,High Value
10479,1997-03-19,RATTC,Rattlesnake Canyon Grocery,64,Wimmers gute Semmelknödel,5,26.6,30,0.0,798.0,1997,3,1997-03,Spring,26.6,30,High Value
10480,1997-03-20,FOLIG,Folies gourmandes,47,Zaanse koeken,3,7.6,30,0.0,228.0,1997,3,1997-03,Spring,7.6,30,High Value
10480,1997-03-20,FOLIG,Folies gourmandes,59,Raclette Courdavault,4,44.0,12,0.0,528.0,1997,3,1997-03,Spring,44.0,12,High Value
10481,1997-03-20,RICAR,Ricardo Adocicados,49,Maxilaku,3,16.0,24,0.0,384.0,1997,3,1997-03,Spring,16.0,24,High Value
10481,1997-03-20,RICAR,Ricardo Adocicados,60,Camembert Pierrot,4,27.2,40,0.0,1088.0,1997,3,1997-03,Spring,27.2,40,High Value
10482,1997-03-21,LAZYK,Lazy K Kountry Store,40,Boston Crab Meat,8,14.7,10,0.0,147.0,1997,3,1997-03,Spring,14.7,10,Low Value
10483,1997-03-24,WHITC,White Clover Markets,34,Sasquatch Ale,1,11.2,35,0.05,372.4,1997,3,1997-03,Spring,10.639999999999999,35,High Value
10483,1997-03-24,WHITC,White Clover Markets,77,Original Frankfurter grüne Soße,2,10.4,30,0.05,296.4,1997,3,1997-03,Spring,9.879999999999999,30,High Value
10484,1997-03-24,BSBEV,B's Beverages,21,Sir Rodney's Scones,3,8.0,14,0.0,112.0,1997,3,1997-03,Spring,8.0,14,High Value
10484,1997-03-24,BSBEV,B's Beverages,40,Boston Crab Meat,8,14.7,10,0.0,147.0,1997,3,1997-03,Spring,14.7,10,High Value
10484,1997-03-24,BSBEV,B's Beverages,51,Manjimup Dried Apples,7,42.4,3,0.0,127.19999999999999,1997,3,1997-03,Spring,42.4,3,High Value
10485,1997-03-25,LINOD,LINO-Delicateses,2,Chang,1,15.2,20,0.1,273.6,1997,3,1997-03,Spring,13.68,20,High Value
10485,1997-03-25,LINOD,LINO-Delicateses,3,Aniseed Syrup,2,8.0,20,0.1,144.0,1997,3,1997-03,Spring,7.2,20,High Value
10485,1997-03-25,LINOD,LINO-Delicateses,55,Pâté chinois,6,19.2,30,0.1,518.4,1997,3,1997-03,Spring,17.28,30,High Value
10485,1997-03-25,LINOD,LINO-Delicateses,70,Outback Lager,1,12.0,60,0.1,648.0,1997,3,1997-03,Spring,10.8,60,High Value
10486,1997-03-26,HILAA,HILARION-Abastos,11,Queso Cabrales,4,16.8,5,0.0,84.0,1997,3,1997-03,Spring,16.8,5,High Value
10486,1997-03-26,HILAA,HILARION-Abastos,51,Manjimup Dried Apples,7,42.4,25,0.0,1060.0,1997,3,1997-03,Spring,42.4,25,High Value
10486,1997-03-26,HILAA,HILARION-Abastos,74,Longlife Tofu,7,8.0,16,0.0,128.0,1997,3,1997-03,Spring,8.0,16,High Value
10487,1997-03-26,QUEEN,Queen Cozinha,19,Teatime Chocolate Biscuits,3,7.3,5,0.0,36.5,1997,3,1997-03,Spring,7.3,5,High Value
10487,1997-03-26,QUEEN,Queen Cozinha,26,Gumbär Gummibärchen,3,24.9,30,0.0,747.0,1997,3,1997-03,Spring,24.9,30,High Value
10487,1997-03-26,QUEEN,Queen Cozinha,54,Tourtière,6,5.9,24,0.25,106.20000000000002,1997,3,1997-03,Spring,4.425000000000001,24,High Value
10488,1997-03-27,FRANK,Frankenversand,59,Raclette Courdavault,4,44.0,30,0.0,1320.0,1997,3,1997-03,Spring,44.0,30,High Value
10488,1997-03-27,FRANK,Frankenversand,73,Röd Kaviar,8,12.0,20,0.2,192.0,1997,3,1997-03,Spring,9.600000000000001,20,High Value
10489,1997-03-28,PICCO,Piccolo und mehr,11,Queso Cabrales,4,16.8,15,0.25,189.0,1997,3,1997-03,Spring,12.600000000000001,15,High Value
10489,1997-03-28,PICCO,Piccolo und mehr,16,Pavlova,3,13.9,18,0.0,250.20000000000002,1997,3,1997-03,Spring,13.9,18,High Value
10490,1997-03-31,HILAA,HILARION-Abastos,59,Raclette Courdavault,4,44.0,60,0.0,2640.0,1997,3,1997-03,Spring,44.0,60,High Value
10490,1997-03-31,HILAA,HILARION-Abastos,68,Scottish Longbreads,3,10.0,30,0.0,300.0,1997,3,1997-03,Spring,10.0,30,High Value
10490,1997-03-31,HILAA,HILARION-Abastos,75,Rhönbräu Klosterbier,1,6.2,36,0.0,223.20000000000002,1997,3,1997-03,Spring,6.2,36,High Value
10491,1997-03-31,FURIB,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,2,15.5,15,0.15,197.625,1997,3,1997-03,Spring,13.174999999999999,15,High Value
10491,1997-03-31,FURIB,Furia Bacalhau e Frutos do Mar,77,Original Frankfurter grüne Soße,2,10.4,7,0.15,61.879999999999995,1997,3,1997-03,Spring,8.84,7,High Value
10492,1997-04-01,BOTTM,Bottom-Dollar Markets,25,NuNuCa Nuß-Nougat-Creme,3,11.2,60,0.05,638.4,1997,4,1997-04,Spring,10.639999999999999,60,High Value
10492,1997-04-01,BOTTM,Bottom-Dollar Markets,42,Singaporean Hokkien Fried Mee,5,11.2,20,0.05,212.79999999999998,1997,4,1997-04,Spring,10.639999999999999,20,High Value
10493,1997-04-02,LAMAI,La maison d'Asie,65,Louisiana Fiery Hot Pepper Sauce,2,16.8,15,0.1,226.8,1997,4,1997-04,Spring,15.120000000000001,15,High Value
10493,1997-04-02,LAMAI,La maison d'Asie,66,Louisiana Hot Spiced Okra,2,13.6,10,0.1,122.4,1997,4,1997-04,Spring,12.24,10,High Value
10493,1997-04-02,LAMAI,La maison d'Asie,69,Gudbrandsdalsost,4,28.8,10,0.1,259.2,1997,4,1997-04,Spring,25.92,10,High Value
10494,1997-04-02,COMMI,Comércio Mineiro,56,Gnocchi di nonna Alice,5,30.4,30,0.0,912.0,1997,4,1997-04,Spring,30.4,30,Medium Value
10495,1997-04-03,LAUGB,Laughing Bacchus Wine Cellars,23,Tunnbröd,5,7.2,10,0.0,72.0,1997,4,1997-04,Spring,7.2,10,Low Value
10495,1997-04-03,LAUGB,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,8,7.7,20,0.0,154.0,1997,4,1997-04,Spring,7.7,20,Low Value
10495,1997-04-03,LAUGB,Laughing Bacchus Wine Cellars,77,Original Frankfurter grüne Soße,2,10.4,5,0.0,52.0,1997,4,1997-04,Spring,10.4,5,Low Value
10496,1997-04-04,TRADH,Tradição Hipermercados,31,Gorgonzola Telino,4,10.0,20,0.05,190.0,1997,4,1997-04,Spring,9.5,20,High Value
10497,1997-04-04,LEHMS,Lehmanns Marktstand,56,Gnocchi di nonna Alice,5,30.4,14,0.0,425.59999999999997,1997,4,1997-04,Spring,30.4,14,High Value
10497,1997-04-04,LEHMS,Lehmanns Marktstand,72,Mozzarella di Giovanni,4,27.8,25,0.0,695.0,1997,4,1997-04,Spring,27.8,25,High Value
10497,1997-04-04,LEHMS,Lehmanns Marktstand,77,Original Frankfurter grüne Soße,2,10.4,25,0.0,260.0,1997,4,1997-04,Spring,10.4,25,High Value
10498,1997-04-07,HILAA,HILARION-Abastos,24,Guaraná Fantástica,1,4.5,14,0.0,63.0,1997,4,1997-04,Spring,4.5,14,High Value
10498,1997-04-07,HILAA,HILARION-Abastos,40,Boston Crab Meat,8,18.4,5,0.0,92.0,1997,4,1997-04,Spring,18.4,5,High Value
10498,1997-04-07,HILAA,HILARION-Abastos,42,Singaporean Hokkien Fried Mee,5,14.0,30,0.0,420.0,1997,4,1997-04,Spring,14.0,30,High Value
10499,1997-04-08,LILAS,LILA-Supermercado,28,Rössle Sauerkraut,7,45.6,20,0.0,912.0,1997,4,1997-04,Spring,45.6,20,High Value
10499,1997-04-08,LILAS,LILA-Supermercado,49,Maxilaku,3,20.0,25,0.0,500.0,1997,4,1997-04,Spring,20.0,25,High Value
10500,1997-04-09,LAMAI,La maison d'Asie,15,Genen Shouyu,2,15.5,12,0.05,176.7,1997,4,1997-04,Spring,14.725,12,High Value
10500,1997-04-09,LAMAI,La maison d'Asie,28,Rössle Sauerkraut,7,45.6,8,0.05,346.56,1997,4,1997-04,Spring,43.32,8,High Value
10501,1997-04-09,BLAUS,Blauer See Delikatessen,54,Tourtière,6,7.45,20,0.0,149.0,1997,4,1997-04,Spring,7.45,20,Medium Value
10502,1997-04-10,PERIC,Pericles Comidas clásicas,45,Rogede sild,8,9.5,21,0.0,199.5,1997,4,1997-04,Spring,9.5,21,Medium Value
10502,1997-04-10,PERIC,Pericles Comidas clásicas,53,Perth Pasties,6,32.8,6,0.0,196.79999999999998,1997,4,1997-04,Spring,32.8,6,Medium Value
10502,1997-04-10,PERIC,Pericles Comidas clásicas,67,Laughing Lumberjack Lager,1,14.0,30,0.0,420.0,1997,4,1997-04,Spring,14.0,30,Medium Value
10503,1997-04-11,HUNGO,Hungry Owl All-Night Grocers,14,Tofu,7,23.25,70,0.0,1627.5,1997,4,1997-04,Spring,23.25,70,High Value
10503,1997-04-11,HUNGO,Hungry Owl All-Night Grocers,65,Louisiana Fiery Hot Pepper Sauce,2,21.05,20,0.0,421.0,1997,4,1997-04,Spring,21.05,20,High Value
10504,1997-04-11,WHITC,White Clover Markets,2,Chang,1,19.0,12,0.0,228.0,1997,4,1997-04,Spring,19.0,12,High Value
10504,1997-04-11,WHITC,White Clover Markets,21,Sir Rodney's Scones,3,10.0,12,0.0,120.0,1997,4,1997-04,Spring,10.0,12,High Value
10504,1997-04-11,WHITC,White Clover Markets,53,Perth Pasties,6,32.8,10,0.0,328.0,1997,4,1997-04,Spring,32.8,10,High Value
10504,1997-04-11,WHITC,White Clover Markets,61,Sirop d'érable,2,28.5,25,0.0,712.5,1997,4,1997-04,Spring,28.5,25,High Value
10505,1997-04-14,MEREP,Mère Paillarde,62,Tarte au sucre,3,49.3,3,0.0,147.89999999999998,1997,4,1997-04,Spring,49.3,3,High Value
10506,1997-04-15,KOENE,Königlich Essen,25,NuNuCa Nuß-Nougat-Creme,3,14.0,18,0.1,226.8,1997,4,1997-04,Spring,12.6,18,High Value
10506,1997-04-15,KOENE,Königlich Essen,70,Outback Lager,1,15.0,14,0.1,189.0,1997,4,1997-04,Spring,13.5,14,High Value
10507,1997-04-15,ANTON,Antonio Moreno Taquería,43,Ipoh Coffee,1,46.0,15,0.15,586.5,1997,4,1997-04,Spring,39.1,15,High Value
10507,1997-04-15,ANTON,Antonio Moreno Taquería,48,Chocolade,3,12.75,15,0.15,162.5625,1997,4,1997-04,Spring,10.8375,15,High Value
10508,1997-04-16,OTTIK,Ottilies Käseladen,13,Konbu,8,6.0,10,0.0,60.0,1997,4,1997-04,Spring,6.0,10,High Value
10508,1997-04-16,OTTIK,Ottilies Käseladen,39,Chartreuse verte,1,18.0,10,0.0,180.0,1997,4,1997-04,Spring,18.0,10,High Value
10509,1997-04-17,BLAUS,Blauer See Delikatessen,28,Rössle Sauerkraut,7,45.6,3,0.0,136.8,1997,4,1997-04,Spring,45.6,3,Medium Value
10510,1997-04-18,SAVEA,Save-a-lot Markets,29,Thüringer Rostbratwurst,6,123.79,36,0.0,4456.4400000000005,1997,4,1997-04,Spring,123.79,36,High Value
10510,1997-04-18,SAVEA,Save-a-lot Markets,75,Rhönbräu Klosterbier,1,7.75,36,0.1,251.1,1997,4,1997-04,Spring,6.9750000000000005,36,High Value
10511,1997-04-18,BONAP,Bon app',4,Chef Anton's Cajun Seasoning,2,22.0,50,0.15,935.0,1997,4,1997-04,Spring,18.7,50,High Value
10511,1997-04-18,BONAP,Bon app',7,Uncle Bob's Organic Dried Pears,7,30.0,50,0.15,1275.0,1997,4,1997-04,Spring,25.5,50,High Value
10511,1997-04-18,BONAP,Bon app',8,Northwoods Cranberry Sauce,2,40.0,10,0.15,340.0,1997,4,1997-04,Spring,34.0,10,High Value
10512,1997-04-21,FAMIA,Familia Arquibaldo,24,Guaraná Fantástica,1,4.5,10,0.15,38.25,1997,4,1997-04,Spring,3.8249999999999997,10,Medium Value
10512,1997-04-21,FAMIA,Familia Arquibaldo,46,Spegesild,8,12.0,9,0.15,91.8,1997,4,1997-04,Spring,10.2,9,Medium Value
10512,1997-04-21,FAMIA,Familia Arquibaldo,47,Zaanse koeken,3,9.5,6,0.15,48.449999999999996,1997,4,1997-04,Spring,8.075,6,Medium Value
10512,1997-04-21,FAMIA,Familia Arquibaldo,60,Camembert Pierrot,4,34.0,12,0.15,346.8,1997,4,1997-04,Spring,28.9,12,Medium Value
10513,1997-04-22,WANDK,Die Wandernde Kuh,21,Sir Rodney's Scones,3,10.0,40,0.2,320.0,1997,4,1997-04,Spring,8.0,40,High Value
10513,1997-04-22,WANDK,Die Wandernde Kuh,32,Mascarpone Fabioli,4,32.0,50,0.2,1280.0,1997,4,1997-04,Spring,25.6,50,High Value
10513,1997-04-22,WANDK,Die Wandernde Kuh,61,Sirop d'érable,2,28.5,15,0.2,342.0,1997,4,1997-04,Spring,22.8,15,High Value
10514,1997-04-22,ERNSH,Ernst Handel,20,Sir Rodney's Marmalade,3,81.0,39,0.0,3159.0,1997,4,1997-04,Spring,81.0,39,High Value
10514,1997-04-22,ERNSH,Ernst Handel,28,Rössle Sauerkraut,7,45.6,35,0.0,1596.0,1997,4,1997-04,Spring,45.6,35,High Value
10514,1997-04-22,ERNSH,Ernst Handel,56,Gnocchi di nonna Alice,5,38.0,70,0.0,2660.0,1997,4,1997-04,Spring,38.0,70,High Value
10514,1997-04-22,ERNSH,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,2,21.05,39,0.0,820.95,1997,4,1997-04,Spring,21.05,39,High Value
10514,1997-04-22,ERNSH,Ernst Handel,75,Rhönbräu Klosterbier,1,7.75,50,0.0,387.5,1997,4,1997-04,Spring,7.75,50,High Value
10515,1997-04-23,QUICK,QUICK-Stop,9,Mishi Kobe Niku,6,97.0,16,0.15,1319.2,1997,4,1997-04,Spring,82.45,16,High Value
10515,1997-04-23,QUICK,QUICK-Stop,16,Pavlova,3,17.45,50,0.0,872.5,1997,4,1997-04,Spring,17.45,50,High Value
10515,1997-04-23,QUICK,QUICK-Stop,27,Schoggi Schokolade,3,43.9,120,0.0,5268.0,1997,4,1997-04,Spring,43.9,120,High Value
10515,1997-04-23,QUICK,QUICK-Stop,33,Geitost,4,2.5,16,0.15,34.0,1997,4,1997-04,Spring,2.125,16,High Value
10515,1997-04-23,QUICK,QUICK-Stop,60,Camembert Pierrot,4,34.0,84,0.15,2427.6,1997,4,1997-04,Spring,28.9,84,High Value
10516,1997-04-24,HUNGO,Hungry Owl All-Night Grocers,18,Carnarvon Tigers,8,62.5,25,0.1,1406.25,1997,4,1997-04,Spring,56.25,25,High Value
10516,1997-04-24,HUNGO,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,8,9.65,80,0.1,694.8000000000001,1997,4,1997-04,Spring,8.685,80,High Value
10516,1997-04-24,HUNGO,Hungry Owl All-Night Grocers,42,Singaporean Hokkien Fried Mee,5,14.0,20,0.0,280.0,1997,4,1997-04,Spring,14.0,20,High Value
10517,1997-04-24,NORTS,North/South,52,Filo Mix,5,7.0,6,0.0,42.0,1997,4,1997-04,Spring,7.0,6,Low Value
10517,1997-04-24,NORTS,North/South,59,Raclette Courdavault,4,55.0,4,0.0,220.0,1997,4,1997-04,Spring,55.0,4,Low Value
10517,1997-04-24,NORTS,North/South,70,Outback Lager,1,15.0,6,0.0,90.0,1997,4,1997-04,Spring,15.0,6,Low Value
10518,1997-04-25,TORTU,Tortuga Restaurante,24,Guaraná Fantástica,1,4.5,5,0.0,22.5,1997,4,1997-04,Spring,4.5,5,High Value
10518,1997-04-25,TORTU,Tortuga Restaurante,38,Côte de Blaye,1,263.5,15,0.0,3952.5,1997,4,1997-04,Spring,263.5,15,High Value
10518,1997-04-25,TORTU,Tortuga Restaurante,44,Gula Malacca,2,19.45,9,0.0,175.04999999999998,1997,4,1997-04,Spring,19.45,9,High Value
10519,1997-04-28,CHOPS,Chop-suey Chinese,10,Ikura,8,31.0,16,0.05,471.2,1997,4,1997-04,Spring,29.45,16,High Value
10519,1997-04-28,CHOPS,Chop-suey Chinese,56,Gnocchi di nonna Alice,5,38.0,40,0.0,1520.0,1997,4,1997-04,Spring,38.0,40,High Value
10519,1997-04-28,CHOPS,Chop-suey Chinese,60,Camembert Pierrot,4,34.0,10,0.05,323.0,1997,4,1997-04,Spring,32.3,10,High Value
10520,1997-04-29,SANTG,Santé Gourmet,24,Guaraná Fantástica,1,4.5,8,0.0,36.0,1997,4,1997-04,Spring,4.5,8,High Value
10520,1997-04-29,SANTG,Santé Gourmet,53,Perth Pasties,6,32.8,5,0.0,164.0,1997,4,1997-04,Spring,32.8,5,High Value
10521,1997-04-29,CACTU,Cactus Comidas para llevar,35,Steeleye Stout,1,18.0,3,0.0,54.0,1997,4,1997-04,Spring,18.0,3,Medium Value
10521,1997-04-29,CACTU,Cactus Comidas para llevar,41,Jack's New England Clam Chowder,8,9.65,10,0.0,96.5,1997,4,1997-04,Spring,9.65,10,Medium Value
10521,1997-04-29,CACTU,Cactus Comidas para llevar,68,Scottish Longbreads,3,12.5,6,0.0,75.0,1997,4,1997-04,Spring,12.5,6,Medium Value
10522,1997-04-30,LEHMS,Lehmanns Marktstand,1,Chai,1,18.0,40,0.2,576.0,1997,4,1997-04,Spring,14.4,40,High Value
10522,1997-04-30,LEHMS,Lehmanns Marktstand,8,Northwoods Cranberry Sauce,2,40.0,24,0.0,960.0,1997,4,1997-04,Spring,40.0,24,High Value
10522,1997-04-30,LEHMS,Lehmanns Marktstand,30,Nord-Ost Matjeshering,8,25.89,20,0.2,414.24,1997,4,1997-04,Spring,20.712000000000003,20,High Value
